,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
1935,Ford Figo Diesel ZXI,2012.0,250000.0,40000.0,Diesel,Individual,Manual,0.0,20.0,1399.0,68.0,160Nm@ 2000rpm,5.0
1936,Maruti Wagon R LXI Minor,2009.0,140000.0,96000.0,Petrol,Individual,Manual,1.0,18.9,1061.0,67.0,84Nm@ 3500rpm,5.0
1937,Mahindra Xylo D4 BSIII,2012.0,250000.0,117000.0,Diesel,Individual,Manual,0.0,14.0,2498.0,112.0,260 Nm at 1800-2200 rpm,8.0
1938,Hyundai i10 Era,2011.0,210000.0,110000.0,Petrol,Individual,Manual,1.0,19.81,1086.0,68.05,99.04Nm@ 4500rpm,5.0
1939,Honda Amaze S i-Dtech,2014.0,420000.0,100000.0,Diesel,Individual,Manual,1.0,25.8,1498.0,98.6,200Nm@ 1750rpm,5.0
1940,Maruti Alto LXi,2007.0,130000.0,88700.0,Petrol,Individual,Manual,2.0,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
1941,Nissan Sunny XL,2012.0,320000.0,70000.0,Petrol,Individual,Manual,1.0,16.95,1498.0,97.7,134Nm@ 4000rpm,5.0
1942,Maruti Wagon R LX BSIII,2010.0,200000.0,110000.0,Petrol,Individual,Manual,1.0,17.3,1061.0,64.0,"8.6@ 3,500(kgm@ rpm)",5.0
1943,Maruti Alto 800 LXI,2016.0,310000.0,15000.0,Petrol,Individual,Manual,0.0,22.74,796.0,47.3,69Nm@ 3500rpm,5.0
1944,Mahindra Verito 1.5 D4 BSIII,2012.0,200000.0,80000.0,Diesel,Individual,Manual,1.0,20.8,1461.0,65.0,160Nm@ 2000rpm,5.0
1945,Maruti Ritz VXi,2014.0,350000.0,50000.0,Petrol,Individual,Manual,0.0,18.5,1197.0,85.8,114Nm@ 4000rpm,5.0
1946,Hyundai EON Sportz,2018.0,444000.0,15000.0,Petrol,Individual,Manual,0.0,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0
1947,Datsun RediGO T,2017.0,300000.0,25000.0,Petrol,Individual,Manual,0.0,22.7,799.0,53.64,72Nm@ 4386rpm,5.0
1948,Mahindra Verito 1.5 D4 BSIII,2011.0,225000.0,57000.0,Diesel,Individual,Manual,1.0,21.0,1461.0,64.1,160Nm@ 2000rpm,5.0
1949,Mahindra Bolero 2011-2019 ZLX,2012.0,600000.0,75000.0,Diesel,Individual,Manual,0.0,15.96,2523.0,62.1,195Nm@ 1400-2200rpm,7.0
1950,Maruti Eeco 5 Seater AC BSIV,2013.0,260000.0,26000.0,Petrol,Individual,Manual,0.0,15.37,1196.0,73.0,101Nm@ 3000rpm,5.0
1951,Hyundai Xcent 1.1 CRDi S Option,2015.0,375000.0,160000.0,Diesel,Individual,Manual,0.0,24.4,1120.0,71.01,180.4Nm@ 1750-2500rpm,5.0
1952,Maruti Eeco 5 Seater AC BSIV,2013.0,260000.0,26000.0,Petrol,Individual,Manual,0.0,15.37,1196.0,73.0,101Nm@ 3000rpm,5.0
1953,Maruti Alto LXi BSIII,2010.0,150000.0,120000.0,Petrol,Individual,Manual,1.0,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
1954,Maruti Alto LXi,2014.0,110000.0,50000.0,Petrol,Individual,Manual,1.0,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
1955,Maruti Alto LX,2012.0,225000.0,40000.0,Petrol,Individual,Manual,0.0,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
1956,Toyota Etios GD,2011.0,400000.0,90000.0,Diesel,Individual,Manual,2.0,,,,,
1957,Maruti Esteem Vxi - BSII,2005.0,93000.0,120000.0,Petrol,Individual,Manual,2.0,,,,,
1958,Honda City i VTEC V,2017.0,860000.0,28000.0,Petrol,Individual,Manual,0.0,17.8,1497.0,117.3,145Nm@ 4600rpm,5.0
1959,Maruti Swift Dzire LDI,2018.0,650000.0,50000.0,Diesel,Individual,Manual,0.0,28.4,1248.0,74.02,190Nm@ 2000rpm,5.0
1960,Maruti Ertiga ZDI,2014.0,650000.0,90000.0,Diesel,Individual,Manual,0.0,20.77,1248.0,88.8,200Nm@ 1750rpm,7.0
1961,Hyundai Verna 1.4 CRDi,2016.0,710000.0,40000.0,Diesel,Individual,Manual,0.0,24.8,1396.0,88.7,219.7Nm@ 1750-2750rpm,5.0
1962,Ford Figo 1.5D Base MT,2017.0,430000.0,113000.0,Diesel,Individual,Manual,0.0,25.83,1498.0,99.0,215Nm@ 1750-3000rpm,5.0
1963,Maruti Swift Vdi BSIII,2011.0,305000.0,188000.0,Diesel,Individual,Manual,1.0,17.8,1248.0,75.0,190Nm@ 2000rpm,5.0
1964,Ford Figo Diesel Titanium,2011.0,220000.0,100000.0,Diesel,Individual,Manual,0.0,20.0,1399.0,68.0,160Nm@ 2000rpm,5.0
1965,Tata Sumo MKII Turbo 2.0 LX,2010.0,150000.0,225000.0,Diesel,Individual,Manual,2.0,14.0,1948.0,90.0,190Nm@ 2000-3000,9.0
1966,Mahindra TUV 300 mHAWK100 T8,2017.0,660000.0,67000.0,Diesel,Individual,Manual,1.0,18.49,1493.0,100.0,240Nm@ 1600-2800rpm,7.0
1967,Chevrolet Beat Diesel LT Option,2011.0,140000.0,70000.0,Diesel,Individual,Manual,3.0,25.44,936.0,57.6,150Nm@ 1750rpm,5.0
1968,Toyota Corolla Altis JS MT,2015.0,1100000.0,50000.0,Petrol,Individual,Manual,0.0,14.28,1798.0,138.03,173Nm@ 4000rpm,5.0
1969,Jaguar XF 2.2 Litre Luxury,2013.0,2450000.0,60000.0,Diesel,Individual,Automatic,0.0,16.36,2179.0,187.7,450Nm@ 2000rpm,5.0
1970,Volkswagen Ameo 1.5 TDI Comfortline AT,2017.0,625000.0,34000.0,Diesel,Individual,Automatic,0.0,22.0,1498.0,108.495,250Nm@ 1500-3000rpm,5.0
1971,Honda City 1.5 GXI,2004.0,198000.0,110000.0,Petrol,Individual,Manual,2.0,12.8,1493.0,100.0,13.1kgm@ 4600rpm,5.0
1972,Hyundai Santro GS zipPlus,2001.0,60000.0,71000.0,Petrol,Individual,Manual,1.0,,,,,
1973,Maruti Wagon R LXI,2005.0,130000.0,140000.0,Petrol,Individual,Manual,1.0,18.9,998.0,67.1,90Nm@ 3500rpm,5.0
1974,Honda City Corporate Edition,2012.0,540000.0,100000.0,Petrol,Individual,Manual,1.0,16.8,1497.0,116.3,146Nm@ 4800rpm,5.0
1975,Hyundai Grand i10 1.2 Kappa Sportz AT,2017.0,550000.0,10000.0,Petrol,Individual,Automatic,0.0,18.9,1197.0,81.86,113.75nm@ 4000rpm,5.0
1976,Maruti Celerio ZXI Optional,2018.0,475000.0,30000.0,Petrol,Individual,Manual,0.0,21.63,998.0,67.04,90Nm@ 3500rpm,5.0
1977,Audi Q3 2.0 TDI Quattro Premium Plus,2017.0,2825000.0,22000.0,Diesel,Dealer,Automatic,0.0,15.73,1968.0,174.33,380Nm@ 1750-2500rpm,5.0
1978,Honda Civic ZX Diesel BSIV,2020.0,2125000.0,5500.0,Diesel,Dealer,Manual,0.0,26.8,1597.0,118.0,300Nm@ 2000rpm,5.0
1979,BMW X1 sDrive20d M Sport,2018.0,3350000.0,18000.0,Diesel,Dealer,Automatic,0.0,19.62,1998.0,190.0,400nm@ 1750-2500rpm,5.0
1980,Toyota Innova Crysta 2.8 GX AT 8S BSIV,2018.0,1800000.0,20000.0,Diesel,Dealer,Automatic,0.0,11.36,2755.0,171.5,360Nm@ 1200-3400rpm,8.0
1981,Hyundai Santro Asta BSIV,2018.0,540000.0,7000.0,Petrol,Dealer,Manual,0.0,20.3,1086.0,68.0,99Nm@ 4500rpm,5.0
1982,Force Gurkha Hard Top BS3 4WD,2018.0,910000.0,20000.0,Diesel,Dealer,Manual,0.0,17.0,2596.0,80.8,230Nm@ 1800-2000rpm,5.0
1983,Maruti Celerio VXI,2019.0,484999.0,4875.0,Petrol,Dealer,Manual,0.0,21.63,998.0,67.04,90Nm@ 3500rpm,5.0
1984,Hyundai Creta 1.6 CRDi AT SX Plus,2020.0,1950000.0,2700.0,Diesel,Dealer,Automatic,0.0,17.01,1582.0,126.2,259.9Nm@ 1900-2750rpm,5.0
1985,Maruti Vitara Brezza ZDi,2018.0,950000.0,58511.0,Diesel,Dealer,Manual,0.0,24.3,1248.0,88.5,200Nm@ 1750rpm,5.0
1986,Ford Figo 1.5D Titanium MT,2015.0,365000.0,105000.0,Diesel,Dealer,Manual,0.0,25.83,1498.0,99.0,215Nm@ 1750-3000rpm,5.0
1987,Mahindra Thar CRDe ABS,2018.0,900000.0,26235.0,Diesel,Dealer,Manual,0.0,16.55,2498.0,105.0,247Nm@ 1800-2000rpm,6.0
1988,Tata Nexon 1.5 Revotorq XZ Plus,2017.0,919999.0,26766.0,Diesel,Dealer,Manual,0.0,21.5,1497.0,108.5,260Nm@ 1500-2750rpm,5.0
1989,MG Hector Sharp DCT Dualtone,2020.0,1900000.0,1600.0,Petrol,Dealer,Automatic,0.0,13.96,1451.0,141.0,250Nm@ 1600-3600rpm,5.0
1990,Mercedes-Benz New C-Class C 220 CDI Elegance MT,2018.0,2950000.0,46000.0,Diesel,Dealer,Manual,0.0,15.8,2148.0,170.0,"42@ 2,000(kgm@ rpm)",5.0
1991,Mahindra Marazzo M2 BSIV,2019.0,1075000.0,23000.0,Diesel,Dealer,Manual,0.0,17.3,1497.0,121.0,300Nm@ 1750-2500rpm,7.0
1992,Maruti Swift VXI Optional,2017.0,600000.0,24522.0,Petrol,Dealer,Manual,0.0,20.4,1197.0,81.8,113Nm@ 4200rpm,5.0
1993,BMW 3 Series 320d,2017.0,3200000.0,13663.0,Diesel,Dealer,Automatic,0.0,22.69,1995.0,190.0,400Nm@ 1750-2500rpm,5.0
1994,Skoda Octavia Style Plus 2.0 TDI AT,2019.0,2600000.0,11000.0,Diesel,Dealer,Automatic,0.0,19.3,1968.0,141.0,320Nm@ 1750-3000rpm,5.0
1995,Maruti Vitara Brezza ZDi Plus,2016.0,839000.0,63000.0,Diesel,Dealer,Manual,0.0,24.3,1248.0,88.5,200Nm@ 1750rpm,5.0
1996,Volkswagen Polo 1.2 MPI Comfortline,2019.0,635000.0,2000.0,Petrol,Dealer,Manual,0.0,16.2,1199.0,74.0,110Nm@ 3000-4300rpm,5.0
1997,Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014.0,550000.0,300000.0,Diesel,Individual,Manual,2.0,12.05,2179.0,120.0,290Nm@ 1800-2800rpm,8.0
1998,Mahindra Logan Diesel 1.5 DLE,2011.0,180000.0,190000.0,Diesel,Individual,Manual,2.0,19.2,1461.0,65.0,"16@ 2,000(kgm@ rpm)",5.0
1999,Honda City i DTEC E,2015.0,650000.0,80000.0,Diesel,Individual,Manual,0.0,26.0,1498.0,98.6,200Nm@ 1750rpm,5.0
2000,Honda Jazz Select Edition Active,2011.0,350000.0,80000.0,Petrol,Individual,Manual,1.0,16.0,1198.0,90.0,110(11.2)@ 4800,5.0
2001,Maruti Alto K10 LXI,2015.0,265000.0,54000.0,Petrol,Individual,Manual,0.0,23.95,998.0,67.05,90Nm@ 3500rpm,5.0
2002,Renault KWID 1.0 RXT Optional,2018.0,330000.0,30000.0,Petrol,Individual,Manual,0.0,23.01,999.0,67.0,91Nm@ 4250rpm,5.0
2003,Maruti Eeco 7 Seater Standard BSIV,2019.0,395000.0,5000.0,Petrol,Individual,Manual,0.0,15.37,1196.0,73.0,101Nm@ 3000rpm,7.0
2004,Mahindra TUV 300 T8,2015.0,700000.0,58945.0,Diesel,Individual,Manual,0.0,18.49,1493.0,100.0,240Nm@ 1600-2800rpm,7.0
2005,Ford Figo Diesel Titanium,2012.0,300000.0,90000.0,Diesel,Individual,Manual,0.0,20.0,1399.0,68.0,160Nm@ 2000rpm,5.0
2006,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2011.0,650000.0,375000.0,Diesel,Individual,Manual,0.0,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8.0
2007,Maruti Ertiga VDI,2013.0,625000.0,160000.0,Diesel,Individual,Manual,2.0,20.77,1248.0,88.76,200Nm@ 1750rpm,7.0
2008,Volkswagen Polo GT TDI,2014.0,425000.0,80000.0,Diesel,Individual,Manual,1.0,15.11,1598.0,103.6,250Nm@ 1500-2500rpm,5.0
2009,Maruti 800 AC BSII,2004.0,55000.0,50000.0,Petrol,Individual,Manual,2.0,16.1,796.0,37.0,59Nm@ 2500rpm,4.0
2010,Tata Indigo CS LX (TDI) BS-III,2015.0,250000.0,80000.0,Diesel,Individual,Manual,1.0,19.09,1405.0,69.01,135Nm@ 2500rpm,5.0
2011,Mahindra Bolero 2011-2019 Plus AC,2015.0,459999.0,156975.0,Diesel,Individual,Manual,0.0,15.96,2523.0,62.1,195Nm@ 1440-2200rpm,9.0
2012,Toyota Corolla Altis 1.4 DGL,2017.0,1594000.0,5000.0,Diesel,Individual,Manual,0.0,21.43,1364.0,86.79,205Nm@ 1800-2800rpm,5.0
2013,Chevrolet Sail 1.2 LS ABS,2014.0,300000.0,50000.0,Petrol,Individual,Manual,0.0,18.2,1199.0,82.4,108.5Nm@ 5000rpm,5.0
2014,Ford EcoSport 1.5 TDCi Titanium BSIV,2018.0,950000.0,27620.0,Diesel,Dealer,Manual,0.0,22.77,1498.0,98.59,205Nm@ 1750-3250rpm,5.0
2015,Mahindra Scorpio LX,2013.0,484999.0,120000.0,Diesel,Individual,Manual,0.0,12.05,2179.0,120.0,290Nm@ 1800-2800rpm,9.0
2016,Mahindra Xylo E8,2009.0,161000.0,120000.0,Diesel,Individual,Manual,2.0,14.0,2498.0,112.0,260 Nm at 1800-2200 rpm,8.0
2017,Hyundai i20 Active 1.2 S,2015.0,500000.0,58000.0,Petrol,Individual,Manual,0.0,17.19,1197.0,81.86,114.73Nm@ 4000rpm,5.0
2018,Nissan Sunny XV,2012.0,350000.0,50000.0,Petrol,Individual,Manual,0.0,16.95,1498.0,97.7,134Nm@ 4000rpm,5.0
2019,Maruti Ignis 1.2 AMT Alpha BSIV,2017.0,550000.0,40000.0,Petrol,Individual,Automatic,0.0,20.89,1197.0,81.8,113Nm@ 4200rpm,5.0
2020,Honda WR-V i-VTEC VX,2018.0,850000.0,7800.0,Petrol,Individual,Manual,0.0,17.5,1199.0,88.7,110Nm@ 4800rpm,5.0
2021,Maruti Alto 800 LXI,2016.0,240000.0,50000.0,Petrol,Individual,Manual,0.0,22.74,796.0,47.3,69Nm@ 3500rpm,5.0
2022,Ford Endeavour 2.5L 4X2 MT,2011.0,950000.0,68000.0,Diesel,Individual,Manual,0.0,13.1,2499.0,141.0,330Nm@ 1800rpm,7.0
2023,Maruti Ertiga VXI,2015.0,423000.0,60000.0,Petrol,Individual,Manual,1.0,16.02,1373.0,93.7,130Nm@ 4000rpm,7.0
2024,Tata Indigo GLS,2005.0,90000.0,74000.0,Petrol,Individual,Manual,1.0,12.8,1396.0,85.0,"12@ 3,500(kgm@ rpm)",5.0
2025,Tata New Safari DICOR 2.2 VX 4x2 BS IV,2011.0,350000.0,58000.0,Diesel,Individual,Manual,1.0,13.93,2179.0,138.1,320Nm@ 1700-2700rpm,7.0
2026,Maruti A-Star Vxi,2011.0,170000.0,70000.0,Petrol,Individual,Manual,2.0,19.0,998.0,66.1,90Nm@ 3500rpm,5.0
2027,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015.0,450000.0,70000.0,Petrol,Individual,Manual,0.0,18.16,1196.0,86.8,112Nm@ 4000rpm,5.0
2028,Hyundai i10 Magna,2009.0,150000.0,110000.0,Petrol,Individual,Manual,1.0,20.36,1197.0,78.9,111.7Nm@ 4000rpm,5.0
2029,Hyundai Santro LP zipPlus,2002.0,75000.0,80000.0,Petrol,Individual,Manual,2.0,,,,,
2030,Hyundai i20 Sportz 1.4 CRDi,2016.0,511000.0,80000.0,Diesel,Individual,Manual,0.0,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5.0
2031,Maruti Ertiga 1.5 VDI,2018.0,850000.0,59000.0,Diesel,Individual,Manual,0.0,24.2,1498.0,93.87,225Nm@ 1500-2500rpm,7.0
2032,Tata Indica V2 eLS,2018.0,250000.0,110000.0,Diesel,Individual,Manual,0.0,25.0,1396.0,69.0,140Nm@ 1800-3000rpm,5.0
2033,Maruti Celerio ZXI,2020.0,420000.0,25000.0,Petrol,Individual,Manual,0.0,21.63,998.0,67.04,90Nm@ 3500rpm,5.0
2034,Maruti Alto 800 LXI,2014.0,180000.0,55000.0,Petrol,Individual,Manual,0.0,22.74,796.0,47.3,69Nm@ 3500rpm,5.0
2035,Maruti Celerio ZDi,2015.0,400000.0,25000.0,Diesel,Individual,Manual,0.0,27.62,793.0,47.0,125Nm@ 2000rpm,5.0
2036,Mahindra Xylo E4,2009.0,150000.0,300000.0,Diesel,Individual,Manual,0.0,14.0,2498.0,112.0,260 Nm at 1800-2200 rpm,7.0
2037,Ford Figo 1.5D Titanium MT,2016.0,500000.0,143200.0,Diesel,Individual,Manual,0.0,25.83,1498.0,99.0,215Nm@ 1750-3000rpm,5.0
2038,Jeep Compass 2.0 Longitude Option BSIV,2017.0,1689999.0,60000.0,Diesel,Individual,Manual,0.0,17.1,1956.0,170.0,350Nm@ 1750-2500rpm,5.0
2039,Nissan Micra Diesel XV Premium,2012.0,204999.0,120000.0,Diesel,Individual,Manual,0.0,23.08,1461.0,63.1,160Nm@ 2000rpm,5.0
2040,Maruti Ciaz VDi Plus,2014.0,459999.0,145000.0,Diesel,Individual,Manual,1.0,26.21,1248.0,88.5,200Nm@ 1750rpm,5.0
2041,Hyundai i20 2015-2017 Magna 1.2,2017.0,600000.0,30000.0,Petrol,Individual,Manual,0.0,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0
2042,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2019.0,585000.0,8000.0,Petrol,Individual,Manual,0.0,18.9,1197.0,81.86,113.75nm@ 4000rpm,5.0
2043,Ford Endeavour 2.5L 4X2 MT,2012.0,551000.0,170000.0,Diesel,Individual,Manual,0.0,13.1,2499.0,141.0,330Nm@ 1800rpm,7.0
2044,Maruti Swift Dzire LDI,2013.0,525000.0,100000.0,Diesel,Individual,Manual,0.0,23.4,1248.0,74.0,190Nm@ 2000rpm,5.0
2045,Maruti Omni 8 Seater BSIV,2012.0,160000.0,62000.0,Petrol,Individual,Manual,0.0,14.0,796.0,35.0,6.1kgm@ 3000rpm,5.0
2046,Mahindra XUV500 W8 AWD,2014.0,825000.0,110000.0,Diesel,Individual,Manual,0.0,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7.0
2047,Hyundai Santro Xing GL CNG,2007.0,127000.0,137000.0,CNG,Individual,Manual,0.0,,,,,
2048,Chevrolet Tavera Neo 3 LS 9 Str BSIII,2015.0,600000.0,80000.0,Diesel,Individual,Manual,1.0,13.58,2499.0,72.4,171Nm@ 1800rpm,9.0
2049,Maruti Zen Base,2002.0,65000.0,80000.0,Petrol,Individual,Manual,1.0,17.3,993.0,60.0,78Nm@ 4500rpm,5.0
2050,Maruti Swift Dzire VDI,2013.0,550000.0,100000.0,Diesel,Individual,Manual,0.0,23.4,1248.0,74.0,190Nm@ 2000rpm,5.0
2051,Mahindra Bolero 2011-2019 Plus - AC BSIII,2015.0,650000.0,120000.0,Diesel,Individual,Manual,0.0,15.96,2523.0,63.0,180Nm@ 1440-1500rpm,9.0
2052,Maruti Swift Dzire VDI,2019.0,750000.0,24000.0,Diesel,Individual,Manual,0.0,28.4,1248.0,74.02,190Nm@ 2000rpm,5.0
2053,Mahindra KUV 100 mFALCON D75 K8,2017.0,380000.0,80000.0,Diesel,Individual,Manual,0.0,25.32,1198.0,77.0,190Nm@ 1750-2250rpm,6.0
2054,Hyundai Verna 1.6 SX CRDi (O),2012.0,400000.0,138000.0,Diesel,Individual,Manual,0.0,22.32,1582.0,126.32,259.8Nm@ 1900-2750rpm,5.0
2055,Maruti Wagon R LXI,2003.0,50000.0,147000.0,Petrol,Individual,Manual,3.0,18.9,998.0,67.1,90Nm@ 3500rpm,5.0
2056,Mahindra TUV 300 mHAWK100 T8 Dual Tone,2017.0,750000.0,60000.0,Diesel,Individual,Manual,0.0,18.49,1493.0,100.0,240Nm@ 1600-2800rpm,7.0
2057,Chevrolet Spark 1.0 LS,2011.0,150000.0,80000.0,Petrol,Individual,Manual,0.0,18.0,995.0,62.0,90.3Nm@ 4200rpm,5.0
2058,Maruti Alto 800 LXI,2016.0,245000.0,50000.0,Petrol,Individual,Manual,0.0,22.74,796.0,47.3,69Nm@ 3500rpm,5.0
2059,Tata Manza Club Class Quadrajet90 VX,2013.0,260000.0,189000.0,Diesel,Individual,Manual,0.0,21.02,1248.0,88.76,200Nm@ 1750-3000rpm,5.0
2060,Volkswagen Vento 1.5 TDI Highline AT,2014.0,411000.0,90000.0,Diesel,Individual,Automatic,1.0,21.21,1498.0,103.2,250Nm@ 1500-2500rpm,5.0
2061,Hyundai i20 Sportz 1.4 CRDi,2014.0,450000.0,56000.0,Diesel,Individual,Manual,0.0,21.9,1396.0,88.76,219.6Nm@ 1750-2750rpm,5.0
2062,BMW 3 Series 320d Luxury Line,2012.0,1300000.0,140000.0,Diesel,Individual,Automatic,1.0,18.88,1995.0,184.0,380Nm@ 1750-2750rpm,5.0
2063,Maruti Celerio VXI,2016.0,351000.0,60000.0,Petrol,Individual,Manual,0.0,23.1,998.0,67.04,90Nm@ 3500rpm,5.0
2064,Mahindra XUV500 W8 4WD,2012.0,550000.0,130000.0,Diesel,Individual,Manual,0.0,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7.0
2065,BMW 3 Series 320d Luxury Plus,2013.0,1300000.0,140000.0,Diesel,Individual,Automatic,1.0,18.88,1995.0,184.0,380Nm@ 1750-2750rpm,5.0
2066,Tata Manza Club Class Quadrajet90 VX,2013.0,260000.0,189000.0,Diesel,Individual,Manual,0.0,21.02,1248.0,88.76,200Nm@ 1750-3000rpm,5.0
2067,Volkswagen Vento 1.5 TDI Highline AT,2014.0,411000.0,90000.0,Diesel,Individual,Automatic,1.0,21.21,1498.0,103.2,250Nm@ 1500-2500rpm,5.0
2068,Hyundai i20 Sportz 1.4 CRDi,2014.0,450000.0,56000.0,Diesel,Individual,Manual,0.0,21.9,1396.0,88.76,219.6Nm@ 1750-2750rpm,5.0
2069,BMW 3 Series 320d Luxury Line,2012.0,1300000.0,140000.0,Diesel,Individual,Automatic,1.0,18.88,1995.0,184.0,380Nm@ 1750-2750rpm,5.0
2070,Maruti Celerio VXI,2016.0,351000.0,60000.0,Petrol,Individual,Manual,0.0,23.1,998.0,67.04,90Nm@ 3500rpm,5.0
2071,Mahindra XUV500 W8 4WD,2012.0,550000.0,130000.0,Diesel,Individual,Manual,0.0,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7.0
2072,BMW 3 Series 320d Luxury Plus,2013.0,1300000.0,140000.0,Diesel,Individual,Automatic,1.0,18.88,1995.0,184.0,380Nm@ 1750-2750rpm,5.0
2073,Nissan Terrano XE 85 PS,2016.0,750000.0,35000.0,Diesel,Individual,Manual,0.0,20.45,1461.0,83.8,200Nm@ 1900rpm,5.0
2074,Nissan Terrano XL 85 PS,2015.0,800000.0,35000.0,Diesel,Individual,Manual,0.0,20.45,1461.0,83.8,200Nm@ 1900rpm,5.0
2075,Tata New Safari DICOR 2.2 EX 4x2,2011.0,350000.0,156000.0,Diesel,Individual,Manual,0.0,11.57,2179.0,138.1,320Nm@ 1700-2700rpm,7.0
2076,Maruti Alto 800 LX,2013.0,200000.0,90000.0,Petrol,Individual,Manual,0.0,22.74,796.0,47.3,69Nm@ 3500rpm,5.0
2077,Tata Indigo LS,2008.0,150000.0,60000.0,Diesel,Individual,Manual,2.0,17.0,1405.0,70.0,"13.5@ 2,500(kgm@ rpm)",5.0
2078,Nissan Terrano XL 110 PS,2016.0,800000.0,36000.0,Diesel,Individual,Manual,0.0,19.01,1461.0,108.5,248Nm@ 2250rpm,5.0
2079,Hyundai EON Era Plus Sports Edition,2017.0,350000.0,20000.0,Petrol,Individual,Manual,1.0,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0
2080,Tata New Safari DICOR 2.2 VX 4x2,2011.0,350000.0,160000.0,Diesel,Individual,Manual,0.0,13.93,2179.0,138.0,320Nm@ 1700-2700rpm,7.0
2081,Mahindra Scorpio 2.6 Turbo 9 Str,2006.0,250000.0,185000.0,Diesel,Individual,Manual,0.0,12.7,2609.0,116.6,"28.3@ 1,700-2,200(kgm@ rpm)",9.0
2082,Tata Indica Vista Terra 1.4 TDI,2010.0,170000.0,110000.0,Diesel,Individual,Manual,1.0,17.0,1405.0,71.0,135Nm@ 2500rpm,5.0
2083,Renault KWID RXT Optional,2018.0,395000.0,10800.0,Petrol,Individual,Manual,0.0,25.17,799.0,53.3,72Nm@ 4386rpm,5.0
2084,Mahindra Bolero 2011-2019 SLE,2012.0,450000.0,120000.0,Diesel,Individual,Manual,0.0,15.96,2523.0,62.1,195Nm@ 1400-2200rpm,7.0
2085,Maruti Ignis 1.2 Delta BSIV,2019.0,500000.0,15000.0,Petrol,Individual,Manual,0.0,20.89,1197.0,81.8,113Nm@ 4200rpm,5.0
2086,Tata Sumo EX 10/7 Str BSIII,2012.0,200000.0,67500.0,Diesel,Individual,Manual,0.0,12.2,1948.0,68.0,"115@ 2,500(kgm@ rpm)",10.0
2087,Tata Hexa XM,2017.0,1200000.0,30000.0,Diesel,Individual,Manual,0.0,17.6,2179.0,153.86,400Nm@ 1750-2500rpm,7.0
2088,Mahindra KUV 100 mFALCON D75 K8,2016.0,400000.0,50000.0,Diesel,Individual,Manual,0.0,25.32,1198.0,77.0,190Nm@ 1750-2250rpm,6.0
2089,Mahindra TUV 300 T8,2016.0,650000.0,100000.0,Diesel,Individual,Manual,0.0,18.49,1493.0,100.0,240Nm@ 1600-2800rpm,7.0
2090,Mahindra Bolero 2011-2019 DI - AC BS III,2016.0,550000.0,150000.0,Diesel,Individual,Manual,0.0,15.96,2523.0,63.0,180Nm@ 1440-1500rpm,9.0
2091,Mahindra XUV500 W10 2WD,2015.0,1100000.0,110000.0,Diesel,Individual,Manual,0.0,16.0,2179.0,140.0,330Nm@ 1600-2800rpm,7.0
2092,Maruti Alto 800 LXI,2012.0,254999.0,30000.0,Petrol,Individual,Manual,0.0,22.74,796.0,47.3,69Nm@ 3500rpm,5.0
2093,Maruti Alto LXi,2011.0,180000.0,60000.0,Petrol,Individual,Manual,0.0,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
2094,Mahindra Xylo D2,2010.0,160000.0,255000.0,Diesel,Individual,Manual,1.0,13.0,2489.0,95.0,220Nm at 1400-2600 rpm,8.0
2095,Chevrolet Optra Magnum 2.0 LT BS3,2008.0,225000.0,120000.0,Diesel,Individual,Manual,1.0,16.52,1991.0,123.7,305Nm@ 2000rpm,5.0
2096,Maruti Alto 800 LXI,2015.0,270000.0,49900.0,Petrol,Individual,Manual,1.0,22.74,796.0,47.3,69Nm@ 3500rpm,5.0
2097,Tata Manza Aura Quadrajet BS IV,2012.0,310000.0,86000.0,Diesel,Individual,Manual,0.0,21.12,1248.0,88.8,200Nm@ 1750-3000rpm,5.0
2098,Datsun GO T BSIV,2015.0,225000.0,71850.0,Petrol,Individual,Manual,0.0,20.63,1198.0,67.0,104Nm@ 4000rpm,5.0
2099,Fiat Grande Punto EVO 1.3 Dynamic,2015.0,300000.0,95000.0,Diesel,Individual,Manual,2.0,21.2,1248.0,75.0,197Nm@ 1750rpm,5.0
2100,Maruti Swift Dzire VXi,2008.0,250000.0,70000.0,Petrol,Individual,Manual,3.0,17.5,1298.0,85.8,114Nm@ 4000rpm,5.0
